Best threshold: 308, F1:0.6729423532840124
228,0.6625010784319628
229,0.6628537295623389
230,0.6631495426734492
231,0.6635357603906404
232,0.6636882287869322
233,0.6637988690995279
234,0.6640734917980363
235,0.6643650097474365
236,0.6646663972420263
237,0.6648318898297768
238,0.6651299592526752
239,0.6653011561063842
240,0.6653214346588217
241,0.6653495047660152
242,0.6655995532078953
243,0.6659555956550173
244,0.6662489556113159
245,0.6666803335911442
246,0.6671461178590796
247,0.6670108383869399
248,0.6672533890217079
249,0.6674287784924947
250,0.667755799746046
251,0.6679632857425443
252,0.6681249346759055
253,0.6681697580181923
254,0.6682967720928149
255,0.6686486147128289
256,0.6687757836649995
257,0.6688905968557041
258,0.6688953648555156
259,0.6690463528743376
260,0.6694366354200985
261,0.6697778390114622
262,0.6699185969384217
263,0.6697746054892593
264,0.6699665351169535
265,0.6702458069730027
266,0.6703784992874526
267,0.6706012728102071
268,0.67070635236906
269,0.6705834128764506
270,0.6705484702529328
271,0.6707067563354518
272,0.6708375118154084
273,0.671018675247346
274,0.6712633434339438
275,0.6712282018180671
276,0.6714708065780663
277,0.6716036493101293
278,0.6716458263467746
279,0.6716652851725866
280,0.6719657295261829
281,0.6720570174177835
282,0.6720691243076926
283,0.6721427736515427
284,0.6717956303473381
285,0.6719624975491147
286,0.6719265784474558
287,0.6720978576276349
288,0.6721230682565728
289,0.6722084741431191
290,0.6722550537527922
291,0.6725372189340005
292,0.6725175341676304
293,0.6725265478747219
294,0.6725880816136879
295,0.6728076501204596
296,0.6728327205550525
297,0.6728688908630047
298,0.6728735890805922
299,0.6727036018101205
300,0.6725785914279804
301,0.6725861161900802
302,0.6727338416702938
303,0.6727834466305351
304,0.672776553362493
305,0.6726023224067026
306,0.6725107448235584
307,0.6726159148789675
308,0.6729423532840124
309,0.6729172815305987
310,0.6727685270101216
311,0.6729066014638416
312,0.6728587130781483
313,0.672877565648811
314,0.6728839597235018
315,0.6728239680092032
316,0.6726619237074302
317,0.6727935250717101
318,0.6727193942813543
319,0.6727594721660363
320,0.6728150038982593
321,0.6725212552412416
322,0.6723992294603585
323,0.6725055566481722
324,0.6723963893543927
325,0.6722328858059793
326,0.6722986836081022
327,0.672183563933497
328,0.672229653707734
329,0.6719906324508452
330,0.6720583214453797
331,0.6719674332327914
332,0.671974509193071
333,0.672128751535539
334,0.6720794674531908
335,0.6720801945687541
336,0.6718648243848709
337,0.6717871830595626
338,0.671829745639127
339,0.6717910364027133
340,0.6717022967411419
341,0.671653584339461
342,0.6715028063194994
343,0.6713452807707834
344,0.6711511839482515
345,0.6712471379789848
346,0.6712751609388279
347,0.6711148417458367
348,0.6710124676866692
349,0.6708177770805217
350,0.6705898631238748
351,0.6704324423810293
352,0.6703033568877759
353,0.670070961785191
354,0.6698768117557987
355,0.6698094139260246
356,0.6697455861388923
357,0.6698098362415195
358,0.6697641607576176
359,0.6697910859611561
360,0.6696977994036609
361,0.6697166062802695
362,0.6695246195329208
363,0.6692594082067378
364,0.6690484317234718
365,0.6690873610035759
366,0.6689388554912788
367,0.6687737740342719
368,0.6686491975514122
369,0.6685355583558336
370,0.6684660917383749
371,0.6682748646760449
372,0.6683345297337979
373,0.6681092077429404
374,0.6680752516182866
375,0.66787600588552
376,0.6677725072391756
377,0.6677832023651356
378,0.6676900738260914
379,0.6677234553184538
380,0.6675858501641395
381,0.6675441985724833
382,0.6671926631353434
383,0.6669237205353008
384,0.6669497494094341
385,0.6666771041727224
386,0.6667500273118215
387,0.6666430497260013
388,0.6664907157475052
389,0.6664621809689826
390,0.6663765006329161
391,0.666236969592431
392,0.6660451568796073
393,0.6660109010230112
394,0.6657913493876056
395,0.6657425582898154
396,0.6656353514276638
397,0.6655821817915483
398,0.6653879429102201
399,0.6653006361262408
400,0.6648292792585009
401,0.6648642634516521
402,0.6648403804063818
403,0.6646746047331191
404,0.6645669014051714
405,0.6645277758169498
406,0.664549584162892
407,0.6642583208661229
408,0.6642402468368658
409,0.6643681859293247
410,0.6639314464336827
411,0.6637601745897674
412,0.6636669208342674
413,0.6634913607954003
414,0.6633106149069644
415,0.6628182164235115
416,0.6627312479299504
417,0.6626393841208037
418,0.6623613810833096
419,0.6622994116731017
420,0.6620090667247006
421,0.6617388199851048
422,0.6613903313623293
423,0.6612583138651861
424,0.661229565242766
425,0.661277742185367
426,0.6610615545759275
427,0.6608856267976729
428,0.6598783484297286
429,0.6598534135566405
430,0.6597346753471584
431,0.6596319762465679
432,0.6595493461877235
433,0.6593277142410459
434,0.6592734593929754
435,0.659149232122507
436,0.6588605226779067
437,0.6587913387719935
438,0.6585427015758107
439,0.658403444170385
440,0.6581766860798655
441,0.6578687478814045
442,0.6575447176158813
443,0.6570323438617574
444,0.6567717855011199
445,0.6564664500762752
446,0.6561643320057011
447,0.6560519319843862
448,0.6556412848105965
449,0.6553320658734184
450,0.6549460788789562
451,0.6547464793628873
452,0.6544946979775843
453,0.6542544314597863
454,0.6540104787706679
455,0.6536792716137922
456,0.6533398010279462
457,0.652847177847676
458,0.6525506918886634
459,0.6522997460308894
460,0.6519461483317508
461,0.6517434341015342
462,0.6513621873747386
463,0.651066460000636
464,0.6507257836729917
465,0.6504801104280378
466,0.6501305699505958
467,0.6498005917877899
468,0.6494186974917945
469,0.649292036863563
470,0.6489625679648384
471,0.6486533578598018
472,0.6483520274112676
473,0.64797724216636
474,0.6476404979330765
475,0.6472996558783409
476,0.6471000685257139
477,0.6467753501439966
478,0.6465726409018072
479,0.6462706577569658
480,0.6457315079276968
481,0.6454929823965723
482,0.6450305500724879
483,0.6448821462635491
484,0.6445122702374212
485,0.6443366690580956
486,0.6441337896374294
487,0.6434981094771319
488,0.6430307344735527
489,0.6428360103388812
490,0.6427001430149197
491,0.6423194880361224
492,0.6420128520280919
493,0.641664543991987
494,0.641447985763626
495,0.6411073160652804
496,0.640776997499686
497,0.6403708578456689
498,0.640243556014245
499,0.6399243968717294
500,0.6393708658947908
501,0.6390413565362463
502,0.6387265722228956
503,0.6384818433970636
504,0.6382431995072138
505,0.6379189550249476
506,0.6374737725529164
507,0.637090768704278
508,0.6367567209672346
509,0.6363625210942419
510,0.636047098190031
511,0.6358993532774809
512,0.6354566603196046
513,0.6351598947195649
514,0.6347789274849943
515,0.6343499031552297
516,0.6339870137148136
517,0.6334939991581755
518,0.6330837400204021
519,0.6326533691860761
520,0.6322995375547362
521,0.631982816862857
522,0.6315850979117129
523,0.6312138421677311
524,0.6308465561361241
525,0.6304818343904479
526,0.6301834197895095
527,0.6297472001314119
528,0.6294459283577446
529,0.629057090439964
530,0.6289051320552856
531,0.6286002107020148
532,0.6275932333878392
533,0.6272039152877971
534,0.626782956500887
535,0.6264705272284307
536,0.626337173734471
537,0.6259665441506919
538,0.6255567751439713
539,0.6251418139321973
540,0.624626636692669
541,0.6240688131617351
542,0.6237143431428536
543,0.623339123536927
544,0.6230134282540133
545,0.6227280369471186
546,0.6223690761146311
547,0.6219379807302907
548,0.6215593118064302
549,0.6210739090810622
550,0.6207412899917713
551,0.6203779381128273
552,0.6198639214839465
553,0.6194311149055176
554,0.6190590925598582
555,0.618850737650727
556,0.6184401567556919
557,0.6180343833160163
558,0.6175497881562229
559,0.617102378417218
560,0.6167340755703062
561,0.6162095157720286
562,0.6158974591788735
563,0.6154149050859236
564,0.6149161263731595
565,0.6144491141458688
566,0.6139918132795362
567,0.6137444654464511
568,0.6134070307245991
569,0.6128764768424065
570,0.6124439145119588
571,0.6120259411384064
572,0.6116955405014184
573,0.6113755607178145
574,0.6108699099732421
575,0.6103174781151711
576,0.6100411482262842
577,0.6096287113407035
578,0.6092710611209832
579,0.609029611210444
580,0.6087459737405824
581,0.608395941261207
582,0.6079959317332873
583,0.6074385397488874
584,0.6070572889897748
585,0.606543896935832
586,0.6059067407577612
587,0.6055932771834726
588,0.6049950572683762
589,0.604720664218347
590,0.604186866525468
591,0.6037042298763559
592,0.6032821418675873
593,0.6023530395153036
594,0.6020583792143156
595,0.6015734034464185
596,0.6013107817932907
597,0.6007159542149196
598,0.6002166351124611
599,0.5997162061902334
600,0.5990628845870403
601,0.5987421562785991
602,0.5984407247859801
603,0.5980162137478287
604,0.5974822700588911
605,0.5969685164110937
606,0.596545904073481
607,0.5961315269784342
608,0.5954441372122856
609,0.5948982939364197
610,0.594506885127602
611,0.594250262751544
612,0.5939389425148602
613,0.5935833569214692
614,0.5931864063969612
615,0.592783870107404
616,0.5920718389125631
617,0.5916157060227271
618,0.5911632384832782
619,0.5908800540242812
620,0.5902859212475066
621,0.5893567137871487
622,0.5890108975329226
623,0.5881811498526099
624,0.5875007429522233
625,0.5872389768797602
626,0.5868143596381786
627,0.5862554072332784
628,0.5857921417331355
629,0.5853496854652293
630,0.5849966709369856
631,0.5843917961765747
632,0.5839354353694524
633,0.5835769581229256
634,0.5831266120819867
635,0.5827047117750278
636,0.5822941745322405
637,0.581673164001561
638,0.5813424895022726
639,0.5809905743128894
640,0.5805559945416409
641,0.580312054862736
642,0.5799490921265653
643,0.5794308876123127
644,0.5790143849332966
645,0.5786310891178906
646,0.578158586660886
647,0.5773263493292773
648,0.5769927763124595
649,0.5766808898847272
650,0.5762633053491405
651,0.5757236432614703
652,0.5752959185968769
653,0.5748591428707274
654,0.5744693956210685
655,0.5740952979412389
656,0.5736346526900412
657,0.5733022680722273
658,0.5730257878656414
659,0.5726746132542685
660,0.5722272309821993
661,0.5718492873599398
662,0.5714056949137221
663,0.5709324403855381
664,0.5704060817135257
665,0.570091847521057
666,0.5697178578724709
667,0.5691992882978004
668,0.5687798009732742
669,0.5682683835855143
670,0.5680291228776266
671,0.5676524246537105
672,0.5671567337735921
673,0.5669074607510646
674,0.5664610730857338
675,0.5658451711249923
676,0.5654501387405289
677,0.5649926852043636
678,0.5645531164552999
679,0.56413693426079
680,0.5636806593581912
681,0.5631581067547966
682,0.5627069412701331
683,0.5621499052324357
684,0.5614859817223993
685,0.5610754680524
686,0.5606972929494222
687,0.5603648906617343
688,0.559847027374071
689,0.5593578722002874
690,0.5589877097204643
691,0.5584385501824716
692,0.5580211708625523
693,0.5577452519821768
694,0.5573440934192773
695,0.5570516124001799
696,0.556552154369765
697,0.5561128935590944
698,0.5555790399171885
699,0.5548805057541908
700,0.5543392992731097
701,0.5538964487966803
702,0.5534815022626072
703,0.5530467208350411
704,0.5525572888031883
705,0.5522304981379937
706,0.5519773247132675
707,0.5514082367246905
708,0.5511209177442385
709,0.5506888367314384
710,0.5501943338992747
711,0.5498051893934223
712,0.5491963353511174
713,0.5487999178309023
714,0.548406512776249
715,0.5479426718609915
716,0.5473077605080877
717,0.5468830073309161
718,0.5464447537545054
719,0.5461168400318646
720,0.5456288658831084
721,0.5452094540817741
722,0.5446444562297658
723,0.544049051253034
724,0.5436231858733789
725,0.5432702173646551
726,0.5426032459238536
727,0.5420585011666161
728,0.5416556465033643
729,0.5412350039896234
730,0.5406975106828066
731,0.5400131324077282
732,0.5395879203372154
733,0.5390952442029795
734,0.5386738347195341
735,0.5384136926232377
736,0.5379004160592634
737,0.5375250140738485
738,0.5370302526375778
739,0.536654279479435
740,0.5363554982595272
741,0.5359734677452922
742,0.5356492379487917
743,0.5353123000358695
744,0.5348577481306253
745,0.5345831127714483
746,0.5343315967635366
747,0.5340539994615282
748,0.53374183787653
749,0.5332346060582522
750,0.5328977362481208
751,0.5323131891748555
752,0.531998067342837
753,0.5313127584372387
754,0.5308952493264055
755,0.5303256894677185
756,0.5298266320507817
757,0.5290437130022015
758,0.5287514546876083
759,0.5280257536863848
760,0.5275282764245945
761,0.5272065625370146
762,0.52661367937043
763,0.5260132690948982
764,0.5253575164580226
765,0.5248263966395894
766,0.5243802004484438
767,0.5239242704060182
768,0.5233319743272493
769,0.5228497232811818
770,0.5224459745425224
771,0.5220857299838813
772,0.5217744124736077
773,0.5214642041581146
774,0.5208472488542552
775,0.5205578558469439
776,0.5199255159698425
777,0.5194721750318219
778,0.5190476587609889
779,0.5188176621533682
780,0.5185828284535083
781,0.518064194617474
782,0.5172608819686548
783,0.5168666283442411
784,0.5162074398309076
785,0.5158809624415214
786,0.5155005596066873
787,0.5151085417897452
788,0.514808983066654
789,0.5143547772589252
790,0.5139743637936147
791,0.5134750141108482
792,0.5129648034313923
793,0.5124704024345017
794,0.5120532715864006
795,0.5114693650605573
796,0.5111712519587095
797,0.5106121425736179
798,0.5100067406068665
799,0.5096038491246674
800,0.509180310668102
801,0.50876585561009
802,0.508174475543139
803,0.5077447372608321
804,0.5072931089513384
805,0.5070177467429539
806,0.5068411915178419
807,0.506529930412383
808,0.5061152381290217
809,0.5059256484095331
810,0.5055440474758873
811,0.5051450201021451
812,0.5047910571400782
813,0.5044727936105952
814,0.50407159940326
815,0.5037120016322811
816,0.5032815791370426
817,0.5028108206823096
818,0.5025550340758597
819,0.5022339968337152
820,0.5018561792205126
821,0.5013730649031066
822,0.5009994833721538
823,0.5006442464775716
824,0.5002065831661713
825,0.4996717280480493
826,0.4993744390901526
827,0.49908365192941734
828,0.49868164067436244
829,0.4982841248924011
830,0.4978603534066449
831,0.49737482797507243
832,0.49687850482430723
833,0.4963411199804309
834,0.4959124012001348
835,0.4954129963250225
836,0.495035547033084
837,0.49476832423872147
838,0.4942104610710208
839,0.4938368357748345
840,0.49347798063645193
841,0.49300217805167945
842,0.4925754281432997
843,0.4922164518706499
844,0.4917169556544916
845,0.49127143991129363
846,0.4906234173191046
847,0.49020616079288665
848,0.4897273492414222
849,0.4893306202500117
850,0.48898225454188354
851,0.4885932180632224
852,0.48812581640352615
853,0.48736331428909074
854,0.4868466317483771
855,0.48638409720524683
856,0.4860397389199004
857,0.48578782942859056
858,0.48545648964189875
859,0.4850607194082116
860,0.4844687903283682
861,0.48391249542917614
862,0.4833618754456108
863,0.4830387953925917
864,0.48261744363367665
865,0.48226153757243057
866,0.481853213419767
867,0.48136234749930196
868,0.48095197566210757
869,0.4805376913100167
870,0.47992360191298095
871,0.4794684760260048
872,0.4791298195386248
873,0.4786993378414428
874,0.47818824042251507
875,0.4778046945638638
876,0.47746797486675907
877,0.47716559789065877
878,0.47677172387972994
879,0.4763638089283319
880,0.47608025397050924
881,0.4758025648739372
882,0.4754962623590895
883,0.47511662088124357
884,0.4748725349196456
885,0.4746117131562021
886,0.4741807039697682
887,0.4737943870722237
888,0.47345069610484625
889,0.4730207034250766
890,0.4726494410805206
891,0.4722847212365402
892,0.47156142144631963
893,0.4711906254147058
894,0.47062292688662616
895,0.46995830782273407
896,0.46927275059147516
897,0.46888375937246535
898,0.46852196065223617
899,0.4679172616682599
900,0.46723527683003774
901,0.46675753909827666
902,0.4663105490350548
903,0.465574251667097
904,0.4653435217737823
905,0.46497622723272863
906,0.46460561820775703
907,0.46426005307980445
908,0.4638878903616622
909,0.46354012147859214
910,0.4632076777445614
911,0.46285970280247796
912,0.46258466286405375
913,0.46211918434944654
914,0.4617159320664018
915,0.46120312419315446
916,0.4609547839449098
917,0.4603980744965368
918,0.4599013907096038
919,0.4594458368319779
920,0.4591282688301084
921,0.4585047135031843
922,0.45806857678544355
923,0.45772718271372465
924,0.45729616329866846
925,0.4570013135649414
926,0.4564128222429633
927,0.4561031697865755
928,0.45574434796667707
929,0.45541602206177745
930,0.45508800055743986
931,0.4546269313582306
932,0.45407998707975333
933,0.45369979839228713
934,0.4533532028570628
935,0.45285407395142346
936,0.45253006986976135
937,0.45204268612430104
938,0.4517542292040864
939,0.45131620007240153
940,0.4508549467236815
941,0.45055974937026083
942,0.44997075666371783
943,0.4496092804297955
944,0.4490156992423049
945,0.448602450902319
946,0.44834770194027873
947,0.4480952867860823
948,0.44765840157214387
949,0.4472524745814227
950,0.44698161303872136
951,0.4464619481376824
952,0.4461130141104363
953,0.4457570046311642
954,0.4453891609841056
955,0.4450426108329405
956,0.44471777204145485
957,0.4444563062649846
958,0.4440094636628759
959,0.4436557146299146
960,0.4433539971134583
961,0.4429857024375464
962,0.4426891949057014
963,0.4421019548774667
964,0.44188340756781386
965,0.44159257435122007
966,0.4413282261115309
967,0.4409310231875673
968,0.44064791684373356
969,0.4402649650685292
970,0.4398136045561543
971,0.43930295530841873
972,0.43882966025207953
973,0.4383824091131174
974,0.4380950779193397
975,0.4378574546112114
976,0.43758121064734073
977,0.4370895931079015
978,0.43683131130912684
979,0.43623256295621843
980,0.4358568966763074
981,0.43545699395679255
982,0.43505469045854367
983,0.434394568066426
984,0.43408068005904316
985,0.43378194637919115
986,0.4333238846462328
987,0.43300275659947535
988,0.4323909932792977
989,0.4321984865853334
990,0.4317506103282709
991,0.43137273044984414
992,0.43094363737145713
993,0.4306215380915057
994,0.4302816768577502
995,0.42926306826112676
996,0.42874895275312147
997,0.42840858660586795
998,0.4279843275697844
999,0.42766672877598033
